iso3c,side_group,year,link_year_source,status3
GHA,Fante,2004,observed,included
GHA,Fante,2005,observed,included
GHA,Fante,2006,observed,included
GHA,Fante,2007,observed,included
GHA,Fante,2008,observed,included
GHA,Fante,2009,observed,included
GHA,Fante,2010,observed,included
GHA,Fante,2011,observed,included
GHA,Fante,2012,observed,included
GHA,Fante,2013,observed,included
GHA,Fante,2014,observed,included
GHA,Fante,2015,observed,included
GHA,Fante,2016,observed,included
GHA,Fante,2017,observed,included
GHA,Fante,2018,carry_forward,included
GHA,Fante,2019,carry_forward,included
GHA,Fante,2020,carry_forward,included
GHA,Fante,2021,carry_forward,included
GHA,Fanti,1957,observed,included
GHA,Fanti,1958,observed,included
GHA,Fanti,1959,observed,included
GHA,Fanti,1960,observed,included
GHA,Fanti,1961,observed,included
GHA,Fanti,1962,observed,included
GHA,Fanti,1963,observed,included
GHA,Fanti,1964,observed,included
GHA,Fanti,1965,observed,included
GHA,Fanti,1966,observed,included
GHA,Fanti,1967,observed,included
GHA,Fanti,1968,observed,included
GHA,Fanti,1969,observed,included
GHA,Fanti,1970,observed,included
GHA,Fanti,1971,observed,included
GHA,Fanti,1972,observed,included
GHA,Fanti,1973,observed,included
GHA,Fanti,1974,observed,included
GHA,Fanti,1975,observed,included
GHA,Fanti,1976,observed,included
GHA,Fanti,1977,observed,included
GHA,Fanti,1978,observed,included
GHA,Fanti,1979,observed,included
GHA,Fanti,1980,observed,included
GHA,Fanti,1981,observed,included
GHA,Fanti,1982,observed,included
GHA,Fanti,1983,observed,included
GHA,Fanti,1984,observed,included
GHA,Fanti,1985,observed,included
GHA,Fanti,1986,observed,included
GHA,Fanti,1987,observed,included
GHA,Fanti,1988,observed,included
GHA,Fanti,1989,observed,included
GHA,Fanti,1990,observed,included
GHA,Fanti,1991,observed,included
GHA,Fanti,1992,observed,included
GHA,Fanti,1993,observed,included
GHA,Fanti,1994,observed,included
GHA,Fanti,1995,observed,included
GHA,Fanti,1996,observed,included
GHA,Fanti,1997,observed,included
GHA,Fanti,1998,observed,included
GHA,Fanti,1999,observed,included
GHA,Fanti,2000,observed,included
GHA,Fanti,2001,observed,included
GHA,Fanti,2002,observed,included
GHA,Fanti,2003,observed,included
GHA,Fanti,2004,observed,included
GHA,Fanti,2005,observed,included
GHA,Fanti,2006,observed,included
GHA,Fanti,2007,observed,included
GHA,Fanti,2008,observed,included
GHA,Fanti,2009,observed,included
GHA,Fanti,2010,observed,included
GHA,Fanti,2011,observed,included
GHA,Fanti,2012,observed,included
GHA,Fanti,2013,observed,included
GHA,Fanti,2014,observed,included
GHA,Fanti,2015,observed,included
GHA,Fanti,2016,observed,included
GHA,Fanti,2017,observed,included
GHA,Fanti,2018,carry_forward,included
GHA,Fanti,2019,carry_forward,included
GHA,Fanti,2020,carry_forward,included
GHA,Fanti,2021,carry_forward,included
GHA,Ga /Adangbe,1957,observed,included
GHA,Ga /Adangbe,1958,observed,included
GHA,Ga /Adangbe,1959,observed,included
GHA,Ga /Adangbe,1960,observed,included
GHA,Ga /Adangbe,1961,observed,included
GHA,Ga /Adangbe,1962,observed,included
GHA,Ga /Adangbe,1963,observed,included
GHA,Ga /Adangbe,1964,observed,included
GHA,Ga /Adangbe,1965,observed,included
GHA,Ga /Adangbe,1966,observed,included
GHA,Ga /Adangbe,1967,observed,included
GHA,Ga /Adangbe,1968,observed,included
GHA,Ga /Adangbe,1969,observed,included
GHA,Ga /Adangbe,1970,observed,included
GHA,Ga /Adangbe,1971,observed,included
GHA,Ga /Adangbe,1972,observed,included
GHA,Ga /Adangbe,1973,observed,included
GHA,Ga /Adangbe,1974,observed,included
GHA,Ga /Adangbe,1975,observed,included
GHA,Ga /Adangbe,1976,observed,included
GHA,Ga /Adangbe,1977,observed,included
GHA,Ga /Adangbe,1978,observed,included
GHA,Ga /Adangbe,1979,observed,included
GHA,Ga /Adangbe,1980,observed,included
GHA,Ga /Adangbe,1981,observed,included
GHA,Ga /Adangbe,1982,observed,included
GHA,Ga /Adangbe,1983,observed,included
GHA,Ga /Adangbe,1984,observed,included
GHA,Ga /Adangbe,1985,observed,included
GHA,Ga /Adangbe,1986,observed,included
GHA,Ga /Adangbe,1987,observed,included
GHA,Ga /Adangbe,1988,observed,included
GHA,Ga /Adangbe,1989,observed,included
GHA,Ga /Adangbe,1990,observed,included
GHA,Ga /Adangbe,1991,observed,included
GHA,Ga /Adangbe,1992,observed,included
GHA,Ga /Adangbe,1993,observed,included
GHA,Ga /Adangbe,1994,observed,included
GHA,Ga /Adangbe,1995,observed,included
GHA,Ga /Adangbe,1996,observed,included
GHA,Ga /Adangbe,1997,observed,included
GHA,Ga /Adangbe,1998,observed,included
GHA,Ga /Adangbe,1999,observed,included
GHA,Ga /Adangbe,2000,observed,included
GHA,Ga /Adangbe,2001,observed,included
GHA,Ga /Adangbe,2002,observed,included
GHA,Ga /Adangbe,2003,observed,included
GHA,Ga /Adangbe,2004,observed,included
GHA,Ga /Adangbe,2005,observed,included
GHA,Ga /Adangbe,2006,observed,included
GHA,Ga /Adangbe,2007,observed,included
GHA,Ga /Adangbe,2008,observed,included
GHA,Ga /Adangbe,2009,observed,included
GHA,Ga /Adangbe,2010,observed,included
GHA,Ga /Adangbe,2011,observed,included
GHA,Ga /Adangbe,2012,observed,included
GHA,Ga /Adangbe,2013,observed,included
GHA,Ga /Adangbe,2014,observed,included
GHA,Ga /Adangbe,2015,observed,included
GHA,Ga /Adangbe,2016,observed,included
GHA,Ga /Adangbe,2017,observed,included
GHA,Ga /Adangbe,2018,carry_forward,included
GHA,Ga /Adangbe,2019,carry_forward,included
GHA,Ga /Adangbe,2020,carry_forward,included
GHA,Ga /Adangbe,2021,carry_forward,included
GHA,Ga.adangbe,1957,observed,included
GHA,Ga.adangbe,1958,observed,included
GHA,Ga.adangbe,1959,observed,included
GHA,Ga.adangbe,1960,observed,included
GHA,Ga.adangbe,1961,observed,included
GHA,Ga.adangbe,1962,observed,included
GHA,Ga.adangbe,1963,observed,included
GHA,Ga.adangbe,1964,observed,included
GHA,Ga.adangbe,1965,observed,included
GHA,Ga.adangbe,1966,observed,included
GHA,Ga.adangbe,1967,observed,included
GHA,Ga.adangbe,1968,observed,included
GHA,Ga.adangbe,1969,observed,included
GHA,Ga.adangbe,1970,observed,included
GHA,Ga.adangbe,1971,observed,included
GHA,Ga.adangbe,1972,observed,included
GHA,Ga.adangbe,1973,observed,included
GHA,Ga.adangbe,1974,observed,included
GHA,Ga.adangbe,1975,observed,included
GHA,Ga.adangbe,1976,observed,included
GHA,Ga.adangbe,1977,observed,included
GHA,Ga.adangbe,1978,observed,included
GHA,Ga.adangbe,1979,observed,included
GHA,Ga.adangbe,1980,observed,included
GHA,Ga.adangbe,1981,observed,included
GHA,Ga.adangbe,1982,observed,included
GHA,Ga.adangbe,1983,observed,included
GHA,Ga.adangbe,1984,observed,included
GHA,Ga.adangbe,1985,observed,included
GHA,Ga.adangbe,1986,observed,included
GHA,Ga.adangbe,1987,observed,included
GHA,Ga.adangbe,1988,observed,included
GHA,Ga.adangbe,1989,observed,included
GHA,Ga.adangbe,1990,observed,included
GHA,Ga.adangbe,1991,observed,included
GHA,Ga.adangbe,1992,observed,included
GHA,Ga.adangbe,1993,observed,included
GHA,Ga.adangbe,1994,observed,included
GHA,Ga.adangbe,1995,observed,included
GHA,Ga.adangbe,1996,observed,included
GHA,Ga.adangbe,1997,observed,included
GHA,Ga.adangbe,1998,observed,included
GHA,Ga.adangbe,1999,observed,included
GHA,Ga.adangbe,2000,observed,included
GHA,Ga.adangbe,2001,observed,included
GHA,Ga.adangbe,2002,observed,included
GHA,Ga.adangbe,2003,observed,included
GHA,Ga.adangbe,2004,observed,included
GHA,Ga.adangbe,2005,observed,included
GHA,Ga.adangbe,2006,observed,included
GHA,Ga.adangbe,2007,observed,included
GHA,Ga.adangbe,2008,observed,included
GHA,Ga.adangbe,2009,observed,included
GHA,Ga.adangbe,2010,observed,included
GHA,Ga.adangbe,2011,observed,included
GHA,Ga.adangbe,2012,observed,included
GHA,Ga.adangbe,2013,observed,included
GHA,Ga.adangbe,2014,observed,included
GHA,Ga.adangbe,2015,observed,included
GHA,Ga.adangbe,2016,observed,included
GHA,Ga.adangbe,2017,observed,included
GHA,Ga.adangbe,2018,carry_forward,included
GHA,Ga.adangbe,2019,carry_forward,included
GHA,Ga.adangbe,2020,carry_forward,included
GHA,Ga.adangbe,2021,carry_forward,included
GHA,Ga/Adangbe,1957,observed,included
GHA,Ga/Adangbe,1958,observed,included
GHA,Ga/Adangbe,1959,observed,included
GHA,Ga/Adangbe,1960,observed,included
GHA,Ga/Adangbe,1961,observed,included
GHA,Ga/Adangbe,1962,observed,included
GHA,Ga/Adangbe,1963,observed,included
GHA,Ga/Adangbe,1964,observed,included
GHA,Ga/Adangbe,1965,observed,included
GHA,Ga/Adangbe,1966,observed,included
GHA,Ga/Adangbe,1967,observed,included
GHA,Ga/Adangbe,1968,observed,included
GHA,Ga/Adangbe,1969,observed,included
GHA,Ga/Adangbe,1970,observed,included
GHA,Ga/Adangbe,1971,observed,included
GHA,Ga/Adangbe,1972,observed,included
GHA,Ga/Adangbe,1973,observed,included
GHA,Ga/Adangbe,1974,observed,included
GHA,Ga/Adangbe,1975,observed,included
GHA,Ga/Adangbe,1976,observed,included
GHA,Ga/Adangbe,1977,observed,included
GHA,Ga/Adangbe,1978,observed,included
GHA,Ga/Adangbe,1979,observed,included
GHA,Ga/Adangbe,1980,observed,included
GHA,Ga/Adangbe,1981,observed,included
GHA,Ga/Adangbe,1982,observed,included
GHA,Ga/Adangbe,1983,observed,included
GHA,Ga/Adangbe,1984,observed,included
GHA,Ga/Adangbe,1985,observed,included
GHA,Ga/Adangbe,1986,observed,included
GHA,Ga/Adangbe,1987,observed,included
GHA,Ga/Adangbe,1988,observed,included
GHA,Ga/Adangbe,1989,observed,included
GHA,Ga/Adangbe,1990,observed,included
GHA,Ga/Adangbe,1991,observed,included
GHA,Ga/Adangbe,1992,observed,included
GHA,Ga/Adangbe,1993,observed,included
GHA,Ga/Adangbe,1994,observed,included
GHA,Ga/Adangbe,1995,observed,included
GHA,Ga/Adangbe,1996,observed,included
GHA,Ga/Adangbe,1997,observed,included
GHA,Ga/Adangbe,1998,observed,included
GHA,Ga/Adangbe,1999,observed,included
GHA,Ga/Adangbe,2000,observed,included
GHA,Ga/Adangbe,2001,observed,included
GHA,Ga/Adangbe,2002,observed,included
GHA,Ga/Adangbe,2003,observed,included
GHA,Ga/Adangbe,2004,observed,included
GHA,Ga/Adangbe,2005,observed,included
GHA,Ga/Adangbe,2006,observed,included
GHA,Ga/Adangbe,2007,observed,included
GHA,Ga/Adangbe,2008,observed,included
GHA,Ga/Adangbe,2009,observed,included
GHA,Ga/Adangbe,2010,observed,included
GHA,Ga/Adangbe,2011,observed,included
GHA,Ga/Adangbe,2012,observed,included
GHA,Ga/Adangbe,2013,observed,included
GHA,Ga/Adangbe,2014,observed,included
GHA,Ga/Adangbe,2015,observed,included
GHA,Ga/Adangbe,2016,observed,included
GHA,Ga/Adangbe,2017,observed,included
GHA,Ga/Adangbe,2018,carry_forward,included
GHA,Ga/Adangbe,2019,carry_forward,included
GHA,Ga/Adangbe,2020,carry_forward,included
GHA,Ga/Adangbe,2021,carry_forward,included
GHA,Ga/Dangme,1957,observed,included
GHA,Ga/Dangme,1958,observed,included
GHA,Ga/Dangme,1959,observed,included
GHA,Ga/Dangme,1960,observed,included
GHA,Ga/Dangme,1961,observed,included
GHA,Ga/Dangme,1962,observed,included
GHA,Ga/Dangme,1963,observed,included
GHA,Ga/Dangme,1964,observed,included
GHA,Ga/Dangme,1965,observed,included
GHA,Ga/Dangme,1966,observed,included
GHA,Ga/Dangme,1967,observed,included
GHA,Ga/Dangme,1968,observed,included
GHA,Ga/Dangme,1969,observed,included
GHA,Ga/Dangme,1970,observed,included
GHA,Ga/Dangme,1971,observed,included
GHA,Ga/Dangme,1972,observed,included
GHA,Ga/Dangme,1973,observed,included
GHA,Ga/Dangme,1974,observed,included
GHA,Ga/Dangme,1975,observed,included
GHA,Ga/Dangme,1976,observed,included
GHA,Ga/Dangme,1977,observed,included
GHA,Ga/Dangme,1978,observed,included
GHA,Ga/Dangme,1979,observed,included
GHA,Ga/Dangme,1980,observed,included
GHA,Ga/Dangme,1981,observed,included
GHA,Ga/Dangme,1982,observed,included
GHA,Ga/Dangme,1983,observed,included
GHA,Ga/Dangme,1984,observed,included
GHA,Ga/Dangme,1985,observed,included
GHA,Ga/Dangme,1986,observed,included
GHA,Ga/Dangme,1987,observed,included
GHA,Ga/Dangme,1988,observed,included
GHA,Ga/Dangme,1989,observed,included
GHA,Ga/Dangme,1990,observed,included
GHA,Ga/Dangme,1991,observed,included
GHA,Ga/Dangme,1992,observed,included
GHA,Ga/Dangme,1993,observed,included
GHA,Ga/Dangme,1994,observed,included
GHA,Ga/Dangme,1995,observed,included
GHA,Ga/Dangme,1996,observed,included
GHA,Ga/Dangme,1997,observed,included
GHA,Ga/Dangme,1998,observed,included
GHA,Ga/Dangme,1999,observed,included
GHA,Ga/Dangme,2000,observed,included
GHA,Ga/Dangme,2001,observed,included
GHA,Ga/Dangme,2002,observed,included
GHA,Ga/Dangme,2003,observed,included
GHA,Ga/Dangme,2004,observed,included
GHA,Ga/Dangme,2005,observed,included
GHA,Ga/Dangme,2006,observed,included
GHA,Ga/Dangme,2007,observed,included
GHA,Ga/Dangme,2008,observed,included
GHA,Ga/Dangme,2009,observed,included
GHA,Ga/Dangme,2010,observed,included
GHA,Ga/Dangme,2011,observed,included
GHA,Ga/Dangme,2012,observed,included
GHA,Ga/Dangme,2013,observed,included
GHA,Ga/Dangme,2014,observed,included
GHA,Ga/Dangme,2015,observed,included
GHA,Ga/Dangme,2016,observed,included
GHA,Ga/Dangme,2017,observed,included
GHA,Ga/Dangme,2018,carry_forward,included
GHA,Ga/Dangme,2019,carry_forward,included
GHA,Ga/Dangme,2020,carry_forward,included
GHA,Ga/Dangme,2021,carry_forward,included
GHA,Gruma,1957,observed,included
GHA,Gruma,1958,observed,included
GHA,Gruma,1959,observed,included
GHA,Gruma,1960,observed,included
GHA,Gruma,1961,observed,included
GHA,Gruma,1962,observed,included
GHA,Gruma,1963,observed,included
GHA,Gruma,1964,observed,included
GHA,Gruma,1965,observed,included
GHA,Gruma,1966,observed,included
GHA,Gruma,1967,observed,included
GHA,Gruma,1968,observed,included
GHA,Gruma,1969,observed,included
GHA,Gruma,1970,observed,included
GHA,Gruma,1971,observed,included
GHA,Gruma,1972,observed,included
GHA,Gruma,1973,observed,included
GHA,Gruma,1974,observed,included
GHA,Gruma,1975,observed,included
GHA,Gruma,1976,observed,included
GHA,Gruma,1977,observed,included
GHA,Gruma,1978,observed,included
GHA,Gruma,1979,observed,included
GHA,Gruma,1980,observed,included
GHA,Gruma,1981,observed,included
GHA,Gruma,1982,observed,included
GHA,Gruma,1983,observed,included
GHA,Gruma,1984,observed,included
GHA,Gruma,1985,observed,included
GHA,Gruma,1986,observed,included
GHA,Gruma,1987,observed,included
GHA,Gruma,1988,observed,included
GHA,Gruma,1989,observed,included
GHA,Gruma,1990,observed,included
GHA,Gruma,1991,observed,included
GHA,Gruma,1992,observed,included
GHA,Gruma,1993,observed,included
GHA,Gruma,1994,observed,included
GHA,Gruma,1995,observed,included
GHA,Gruma,1996,observed,included
GHA,Gruma,1997,observed,included
GHA,Gruma,1998,observed,included
GHA,Gruma,1999,observed,included
GHA,Gruma,2000,observed,included
GHA,Gruma,2001,observed,included
GHA,Gruma,2002,observed,included
GHA,Gruma,2003,observed,included
GHA,Gruma,2004,observed,included
GHA,Gruma,2005,observed,included
GHA,Gruma,2006,observed,included
GHA,Gruma,2007,observed,included
GHA,Gruma,2008,observed,included
GHA,Gruma,2009,observed,included
GHA,Gruma,2010,observed,included
GHA,Gruma,2011,observed,included
GHA,Gruma,2012,observed,included
GHA,Gruma,2013,observed,included
GHA,Gruma,2014,observed,included
GHA,Gruma,2015,observed,included
GHA,Gruma,2016,observed,included
GHA,Gruma,2017,observed,included
GHA,Gruma,2018,carry_forward,included
GHA,Gruma,2019,carry_forward,included
GHA,Gruma,2020,carry_forward,included
GHA,Gruma,2021,carry_forward,included
GHA,Grussi,1957,observed,included
GHA,Grussi,1958,observed,included
GHA,Grussi,1959,observed,included
GHA,Grussi,1960,observed,included
GHA,Grussi,1961,observed,included
GHA,Grussi,1962,observed,included
GHA,Grussi,1963,observed,included
GHA,Grussi,1964,observed,included
GHA,Grussi,1965,observed,included
GHA,Grussi,1966,observed,included
GHA,Grussi,1967,observed,included
GHA,Grussi,1968,observed,included
GHA,Grussi,1969,observed,included
GHA,Grussi,1970,observed,included
GHA,Grussi,1971,observed,included
GHA,Grussi,1972,observed,included
GHA,Grussi,1973,observed,included
GHA,Grussi,1974,observed,included
GHA,Grussi,1975,observed,included
GHA,Grussi,1976,observed,included
GHA,Grussi,1977,observed,included
GHA,Grussi,1978,observed,included
GHA,Grussi,1979,observed,included
GHA,Grussi,1980,observed,included
GHA,Grussi,1981,observed,included
GHA,Grussi,1982,observed,included
GHA,Grussi,1983,observed,included
GHA,Grussi,1984,observed,included
GHA,Grussi,1985,observed,included
GHA,Grussi,1986,observed,included
GHA,Grussi,1987,observed,included
GHA,Grussi,1988,observed,included
GHA,Grussi,1989,observed,included
GHA,Grussi,1990,observed,included
GHA,Grussi,1991,observed,included
GHA,Grussi,1992,observed,included
GHA,Grussi,1993,observed,included
GHA,Grussi,1994,observed,included
GHA,Grussi,1995,observed,included
GHA,Grussi,1996,observed,included
GHA,Grussi,1997,observed,included
GHA,Grussi,1998,observed,included
GHA,Grussi,1999,observed,included
GHA,Grussi,2000,observed,included
GHA,Grussi,2001,observed,included
GHA,Grussi,2002,observed,included
GHA,Grussi,2003,observed,included
GHA,Grussi,2004,observed,included
GHA,Grussi,2005,observed,included
GHA,Grussi,2006,observed,included
GHA,Grussi,2007,observed,included
GHA,Grussi,2008,observed,included
GHA,Grussi,2009,observed,included
GHA,Grussi,2010,observed,included
GHA,Grussi,2011,observed,included
GHA,Grussi,2012,observed,included
GHA,Grussi,2013,observed,included
GHA,Grussi,2014,observed,included
GHA,Grussi,2015,observed,included
GHA,Grussi,2016,observed,included
GHA,Grussi,2017,observed,included
GHA,Grussi,2018,carry_forward,included
GHA,Grussi,2019,carry_forward,included
GHA,Grussi,2020,carry_forward,included
GHA,Grussi,2021,carry_forward,included
GHA,Mole-Dagbani,1957,observed,included
GHA,Mole-Dagbani,1958,observed,included
GHA,Mole-Dagbani,1959,observed,included
GHA,Mole-Dagbani,1960,observed,included
GHA,Mole-Dagbani,1961,observed,included
GHA,Mole-Dagbani,1962,observed,included
GHA,Mole-Dagbani,1963,observed,included
GHA,Mole-Dagbani,1964,observed,included
GHA,Mole-Dagbani,1965,observed,included
GHA,Mole-Dagbani,1966,observed,included
GHA,Mole-Dagbani,1967,observed,included
GHA,Mole-Dagbani,1968,observed,included
GHA,Mole-Dagbani,1969,observed,included
GHA,Mole-Dagbani,1970,observed,included
GHA,Mole-Dagbani,1971,observed,included
GHA,Mole-Dagbani,1972,observed,included
GHA,Mole-Dagbani,1973,observed,included
GHA,Mole-Dagbani,1974,observed,included
GHA,Mole-Dagbani,1975,observed,included
GHA,Mole-Dagbani,1976,observed,included
GHA,Mole-Dagbani,1977,observed,included
GHA,Mole-Dagbani,1978,observed,included
GHA,Mole-Dagbani,1979,observed,included
GHA,Mole-Dagbani,1980,observed,included
GHA,Mole-Dagbani,1981,observed,included
GHA,Mole-Dagbani,1982,observed,included
GHA,Mole-Dagbani,1983,observed,included
GHA,Mole-Dagbani,1984,observed,included
GHA,Mole-Dagbani,1985,observed,included
GHA,Mole-Dagbani,1986,observed,included
GHA,Mole-Dagbani,1987,observed,included
GHA,Mole-Dagbani,1988,observed,included
GHA,Mole-Dagbani,1989,observed,included
GHA,Mole-Dagbani,1990,observed,included
GHA,Mole-Dagbani,1991,observed,included
GHA,Mole-Dagbani,1992,observed,included
GHA,Mole-Dagbani,1993,observed,included
GHA,Mole-Dagbani,1994,observed,included
GHA,Mole-Dagbani,1995,observed,included
GHA,Mole-Dagbani,1996,observed,included
GHA,Mole-Dagbani,1997,observed,included
GHA,Mole-Dagbani,1998,observed,included
GHA,Mole-Dagbani,1999,observed,included
GHA,Mole-Dagbani,2000,observed,included
GHA,Mole-Dagbani,2001,observed,included
GHA,Mole-Dagbani,2002,observed,included
GHA,Mole-Dagbani,2003,observed,included
GHA,Mole-Dagbani,2004,observed,included
GHA,Mole-Dagbani,2005,observed,included
GHA,Mole-Dagbani,2006,observed,included
GHA,Mole-Dagbani,2007,observed,included
GHA,Mole-Dagbani,2008,observed,included
GHA,Mole-Dagbani,2009,observed,included
GHA,Mole-Dagbani,2010,observed,included
GHA,Mole-Dagbani,2011,observed,included
GHA,Mole-Dagbani,2012,observed,included
GHA,Mole-Dagbani,2013,observed,included
GHA,Mole-Dagbani,2014,observed,included
GHA,Mole-Dagbani,2015,observed,included
GHA,Mole-Dagbani,2016,observed,included
GHA,Mole-Dagbani,2017,observed,included
GHA,Mole-Dagbani,2018,carry_forward,included
GHA,Mole-Dagbani,2019,carry_forward,included
GHA,Mole-Dagbani,2020,carry_forward,included
GHA,Mole-Dagbani,2021,carry_forward,included
GHA,Other Akan,1957,observed,included
GHA,Other Akan,1958,observed,included
GHA,Other Akan,1959,observed,included
GHA,Other Akan,1960,observed,included
GHA,Other Akan,1961,observed,included
GHA,Other Akan,1962,observed,included
GHA,Other Akan,1963,observed,included
GHA,Other Akan,1964,observed,included
GHA,Other Akan,1965,observed,included
GHA,Other Akan,1966,observed,included
GHA,Other Akan,1967,observed,included
GHA,Other Akan,1968,observed,included
GHA,Other Akan,1969,observed,included
GHA,Other Akan,1970,observed,included
GHA,Other Akan,1971,observed,included
GHA,Other Akan,1972,observed,included
GHA,Other Akan,1973,observed,included
GHA,Other Akan,1974,observed,included
GHA,Other Akan,1975,observed,included
GHA,Other Akan,1976,observed,included
GHA,Other Akan,1977,observed,included
GHA,Other Akan,1978,observed,included
GHA,Other Akan,1979,observed,included
GHA,Other Akan,1980,observed,included
GHA,Other Akan,1981,observed,included
GHA,Other Akan,1982,observed,included
GHA,Other Akan,1983,observed,included
GHA,Other Akan,1984,observed,included
GHA,Other Akan,1985,observed,included
GHA,Other Akan,1986,observed,included
GHA,Other Akan,1987,observed,included
GHA,Other Akan,1988,observed,included
GHA,Other Akan,1989,observed,included
GHA,Other Akan,1990,observed,included
GHA,Other Akan,1991,observed,included
GHA,Other Akan,1992,observed,included
GHA,Other Akan,1993,observed,included
GHA,Other Akan,1994,observed,included
GHA,Other Akan,1995,observed,included
GHA,Other Akan,1996,observed,included
GHA,Other Akan,1997,observed,included
GHA,Other Akan,1998,observed,included
GHA,Other Akan,1999,observed,included
GHA,Other Akan,2000,observed,included
GHA,Other Akan,2001,observed,included
GHA,Other Akan,2002,observed,included
GHA,Other Akan,2003,observed,included
GHA,Other Akan,2004,observed,included
GHA,Other Akan,2005,observed,included
GHA,Other Akan,2006,observed,included
GHA,Other Akan,2007,observed,included
GHA,Other Akan,2008,observed,included
GHA,Other Akan,2009,observed,included
GHA,Other Akan,2010,observed,included
GHA,Other Akan,2011,observed,included
GHA,Other Akan,2012,observed,included
GHA,Other Akan,2013,observed,included
GHA,Other Akan,2014,observed,included
GHA,Other Akan,2015,observed,included
GHA,Other Akan,2016,observed,included
GHA,Other Akan,2017,observed,included
GHA,Other Akan,2018,carry_forward,included
GHA,Other Akan,2019,carry_forward,included
GHA,Other Akan,2020,carry_forward,included
GHA,Other Akan,2021,carry_forward,included
GIN,Malinke,1958,observed,included
GIN,Malinke,1959,observed,included
GIN,Malinke,1960,observed,included
GIN,Malinke,1961,observed,included
GIN,Malinke,1962,observed,included
GIN,Malinke,1963,observed,included
GIN,Malinke,1964,observed,included
GIN,Malinke,1965,observed,included
GIN,Malinke,1966,observed,included
GIN,Malinke,1967,observed,included
GIN,Malinke,1968,observed,included
GIN,Malinke,1969,observed,included
GIN,Malinke,1970,observed,included
GIN,Malinke,1971,observed,included
GIN,Malinke,1972,observed,included
GIN,Malinke,1973,observed,included
GIN,Malinke,1974,observed,included
GIN,Malinke,1975,observed,included
GIN,Malinke,1976,observed,included
GIN,Malinke,1977,observed,included
GIN,Malinke,1978,observed,included
GIN,Malinke,1979,observed,included
GIN,Malinke,1980,observed,included
GIN,Malinke,1981,observed,included
GIN,Malinke,1982,observed,included
GIN,Malinke,1983,observed,included
GIN,Malinke,1984,observed,included
GIN,Malinke,1985,observed,included
GIN,Malinke,1986,observed,excluded
GIN,Malinke,1987,observed,excluded
GIN,Malinke,1988,observed,excluded
GIN,Malinke,1989,observed,excluded
GIN,Malinke,1990,observed,excluded
GIN,Malinke,1991,observed,excluded
GIN,Malinke,1992,observed,excluded
GIN,Malinke,1993,observed,excluded
GIN,Malinke,1994,observed,excluded
GIN,Malinke,1995,observed,excluded
GIN,Malinke,1996,observed,excluded
GIN,Malinke,1997,observed,excluded
GIN,Malinke,1998,observed,excluded
GIN,Malinke,1999,observed,excluded
GIN,Malinke,2000,observed,excluded
GIN,Malinke,2001,observed,excluded
GIN,Malinke,2002,observed,excluded
GIN,Malinke,2003,observed,excluded
GIN,Malinke,2004,observed,excluded
GIN,Malinke,2005,observed,excluded
GIN,Malinke,2006,observed,excluded
GIN,Malinke,2007,observed,excluded
GIN,Malinke,2008,observed,excluded
GIN,Malinke,2009,observed,included
GIN,Malinke,2010,observed,included
GIN,Malinke,2011,observed,included
GIN,Malinke,2012,observed,included
GIN,Malinke,2013,observed,included
GIN,Malinke,2014,observed,included
GIN,Malinke,2015,observed,included
GIN,Malinke,2016,observed,included
GIN,Malinke,2017,observed,included
GIN,Malinke,2018,carry_forward,included
GIN,Malinke,2019,carry_forward,included
GIN,Malinke,2020,carry_forward,included
GIN,Malinke,2021,carry_forward,included
GIN,Peulh,1958,observed,included
GIN,Peulh,1959,observed,included
GIN,Peulh,1960,observed,included
GIN,Peulh,1961,observed,included
GIN,Peulh,1962,observed,included
GIN,Peulh,1963,observed,included
GIN,Peulh,1964,observed,included
GIN,Peulh,1965,observed,included
GIN,Peulh,1966,observed,included
GIN,Peulh,1967,observed,included
GIN,Peulh,1968,observed,included
GIN,Peulh,1969,observed,included
GIN,Peulh,1970,observed,included
GIN,Peulh,1971,observed,included
GIN,Peulh,1972,observed,included
GIN,Peulh,1973,observed,included
GIN,Peulh,1974,observed,included
GIN,Peulh,1975,observed,included
GIN,Peulh,1976,observed,included
GIN,Peulh,1977,observed,included
GIN,Peulh,1978,observed,included
GIN,Peulh,1979,observed,included
GIN,Peulh,1980,observed,included
GIN,Peulh,1981,observed,included
GIN,Peulh,1982,observed,included
GIN,Peulh,1983,observed,included
GIN,Peulh,1984,observed,included
GIN,Peulh,1985,observed,included
GIN,Peulh,1986,observed,excluded
GIN,Peulh,1987,observed,excluded
GIN,Peulh,1988,observed,excluded
GIN,Peulh,1989,observed,excluded
GIN,Peulh,1990,observed,excluded
GIN,Peulh,1991,observed,excluded
GIN,Peulh,1992,observed,excluded
GIN,Peulh,1993,observed,excluded
GIN,Peulh,1994,observed,excluded
GIN,Peulh,1995,observed,excluded
GIN,Peulh,1996,observed,excluded
GIN,Peulh,1997,observed,excluded
GIN,Peulh,1998,observed,excluded
GIN,Peulh,1999,observed,excluded
GIN,Peulh,2000,observed,excluded
GIN,Peulh,2001,observed,excluded
GIN,Peulh,2002,observed,excluded
GIN,Peulh,2003,observed,excluded
GIN,Peulh,2004,observed,excluded
GIN,Peulh,2005,observed,excluded
GIN,Peulh,2006,observed,excluded
GIN,Peulh,2007,observed,excluded
GIN,Peulh,2008,observed,excluded
